[15:49:42] I DBManager : Registering table: Common.Character_social
[15:49:42] I DBManager : Registering table: Common.Character_quest
[15:49:42] I DBManager : Registering table: Common.Character_items
[15:49:42] I DBManager : Registering table: Common.Character_ability
[15:49:42] I DBManager : Registering table: Common.Character_tok
[15:49:42] I DBManager : Registering table: Common.Character
[15:49:42] I DBManager : Registering table: Common.Characters_influence
[15:49:42] I DBManager : Registering table: Common.Character_value
[15:49:42] I DBManager : Registering table: Common.Zone_Respawn
[15:49:42] I DBManager : Registering table: Common.Quest_Objectives
[15:49:42] I DBManager : Registering table: Common.Creature_vendor
[15:49:43] I DBManager : Registering table: Common.Creature_item
[15:49:43] I DBManager : Registering table: Common.Creature_text
[15:49:43] I DBManager : Registering table: Common.GameObject_proto
[15:49:43] I DBManager : Registering table: Common.Zone_Taxi
[15:49:43] I DBManager : Registering table: Common.Item_Info
[15:49:43] I DBManager : Registering table: Common.GameObject_spawn
[15:49:43] I DBManager : Registering table: Common.CharacterInfo_stats
[15:49:43] I DBManager : Registering table: Common.Ability_Info
[15:49:43] I DBManager : Registering table: Common.Creature_proto
[15:49:43] I DBManager : Registering table: Common.PQuest_Info
[15:49:43] I DBManager : Registering table: Common.Random_name
[15:49:43] I DBManager : Registering table: Common.Creature_spawn
[15:49:43] I DBManager : Registering table: Common.Xp_Info
[15:49:43] I DBManager : Registering table: Common.CharacterInfo
[15:49:43] I DBManager : Registering table: Common.Renown_Info
[15:49:43] I DBManager : Registering table: Common.Quest_Creature_Finisher
[15:49:43] I DBManager : Registering table: Common.Tok_Info
[15:49:43] I DBManager : Registering table: Common.Chapter_Reward
[15:49:43] I DBManager : Registering table: Common.Zone_Info
[15:49:43] I DBManager : Registering table: Common.Quest_Creature_Starter
[15:49:43] I DBManager : Registering table: Common.Creature_loot
[15:49:46] N DataConnection : SQL NonQuery took 2496ms!
UPDATE `Creature_loots` SET Creature_loots_ID = uuid() WHERE Creature_loots_ID = ''
[15:49:46] I DBManager : Registering table: Common.Chapter_Info
[15:49:46] I DBManager : Registering table: Common.Quest
[15:49:46] I DBManager : Registering table: Common.PQuest_Objective
[15:49:46] I DBManager : Registering table: Common.CharacterInfo_item
[15:49:46] I DBManager : Registering table: Common.Zone_Area
[15:49:46] N ClientMgr : [-247533610]	| LauncherServer| 127.0.0.1:6001 | Connected
[15:49:46] N ClientMgr : [-954726114]	| LobbyServer| 127.0.0.1:6002 | Connected
[15:49:46] S RpcClient : Connected to : 127.0.0.1:6800, Listen on : 127.0.0.1:6003
[15:49:46] N ClientMgr : Server connected !
[15:49:46] I AbilityMgr : Registering Ability Type : Deal Damage Handler(1)
[15:49:46] S AbilityMgr : Loaded 41 Ability Info
[15:49:46] S LoadZone_Info : Loaded 91 Zone_Info
[15:49:46] E WorldMgr : Invalid Piece File Directory : zones/zone205/mappieces.csv
[15:49:46] E WorldMgr : Invalid Piece File Directory : zones/zone005/mappieces.csv
[15:49:46] E WorldMgr : Invalid Piece File Directory : zones/zone003/mappieces.csv
[15:49:46] E WorldMgr : Invalid Piece File Directory : zones/zone205/mappieces.csv
[15:49:46] E WorldMgr : Invalid Piece File Directory : zones/zone100/mappieces.csv
[15:49:46] E WorldMgr : Invalid Piece File Directory : zones/zone107/mappieces.csv
[15:49:46] E WorldMgr : Invalid Piece File Directory : zones/zone100/mappieces.csv
[15:49:46] E WorldMgr : Invalid Piece File Directory : zones/zone101/mappieces.csv
[15:49:46] E WorldMgr : Invalid Piece File Directory : zones/zone200/mappieces.csv
[15:49:46] E WorldMgr : Invalid Piece File Directory : zones/zone008/mappieces.csv
[15:49:46] E WorldMgr : Invalid Piece File Directory : zones/zone209/mappieces.csv
[15:49:46] E WorldMgr : Invalid Piece File Directory : zones/zone003/mappieces.csv
[15:49:46] E WorldMgr : Invalid Piece File Directory : zones/zone108/mappieces.csv
