[16:17:04] I DBManager : Registering table: Common.Character_social
[16:17:05] I DBManager : Registering table: Common.Character_quest
[16:17:05] I DBManager : Registering table: Common.Character_items
[16:17:05] I DBManager : Registering table: Common.Character_ability
[16:17:05] I DBManager : Registering table: Common.Character_tok
[16:17:05] I DBManager : Registering table: Common.Character
[16:17:05] I DBManager : Registering table: Common.Characters_influence
[16:17:05] I DBManager : Registering table: Common.Character_value
[16:17:05] I DBManager : Registering table: Common.Zone_Respawn
[16:17:05] I DBManager : Registering table: Common.Quest_Objectives
[16:17:05] I DBManager : Registering table: Common.Creature_vendor
[16:17:05] I DBManager : Registering table: Common.Creature_item
[16:17:05] I DBManager : Registering table: Common.Creature_text
[16:17:05] I DBManager : Registering table: Common.GameObject_proto
[16:17:05] I DBManager : Registering table: Common.Zone_Taxi
[16:17:05] I DBManager : Registering table: Common.Item_Info
[16:17:05] I DBManager : Registering table: Common.GameObject_spawn
[16:17:05] I DBManager : Registering table: Common.CharacterInfo_stats
[16:17:05] I DBManager : Registering table: Common.Ability_Info
[16:17:05] I DBManager : Registering table: Common.Creature_proto
[16:17:05] I DBManager : Registering table: Common.PQuest_Info
[16:17:05] I DBManager : Registering table: Common.Random_name
[16:17:05] I DBManager : Registering table: Common.Creature_spawn
[16:17:05] I DBManager : Registering table: Common.Xp_Info
[16:17:05] I DBManager : Registering table: Common.CharacterInfo
[16:17:05] I DBManager : Registering table: Common.Renown_Info
[16:17:05] I DBManager : Registering table: Common.Quest_Creature_Finisher
[16:17:05] I DBManager : Registering table: Common.Tok_Info
[16:17:05] I DBManager : Registering table: Common.Chapter_Reward
[16:17:05] I DBManager : Registering table: Common.Zone_Info
[16:17:05] I DBManager : Registering table: Common.Quest_Creature_Starter
[16:17:05] I DBManager : Registering table: Common.Creature_loot
[16:17:08] N DataConnection : SQL NonQuery took 2465ms!
UPDATE `Creature_loots` SET Creature_loots_ID = uuid() WHERE Creature_loots_ID = ''
[16:17:08] I DBManager : Registering table: Common.Chapter_Info
[16:17:08] I DBManager : Registering table: Common.Quest
[16:17:08] I DBManager : Registering table: Common.PQuest_Objective
[16:17:08] I DBManager : Registering table: Common.CharacterInfo_item
[16:17:08] I DBManager : Registering table: Common.Zone_Area
[16:17:08] N ClientMgr : [-914440104]	| LauncherServer| 127.0.0.1:6001 | Connected
[16:17:08] N ClientMgr : [-339861629]	| LobbyServer| 127.0.0.1:6002 | Connected
[16:17:08] S RpcClient : Connected to : 127.0.0.1:6800, Listen on : 127.0.0.1:6003
[16:17:08] N ClientMgr : Server connected !
[16:17:08] I AbilityMgr : Registering Ability Type : Deal Damage Handler(1)
[16:17:08] S AbilityMgr : Loaded 41 Ability Info
[16:17:08] S LoadZone_Info : Loaded 91 Zone_Info
[16:17:08] E WorldMgr : Invalid Piece File Directory : zones/zone205/mappieces.csv
[16:17:08] E WorldMgr : Invalid Piece File Directory : zones/zone005/mappieces.csv
[16:17:08] E WorldMgr : Invalid Piece File Directory : zones/zone003/mappieces.csv
[16:17:08] E WorldMgr : Invalid Piece File Directory : zones/zone205/mappieces.csv
[16:17:08] E WorldMgr : Invalid Piece File Directory : zones/zone100/mappieces.csv
[16:17:08] E WorldMgr : Invalid Piece File Directory : zones/zone107/mappieces.csv
[16:17:08] E WorldMgr : Invalid Piece File Directory : zones/zone100/mappieces.csv
[16:17:08] E WorldMgr : Invalid Piece File Directory : zones/zone101/mappieces.csv
[16:17:08] E WorldMgr : Invalid Piece File Directory : zones/zone200/mappieces.csv
[16:17:08] E WorldMgr : Invalid Piece File Directory : zones/zone008/mappieces.csv
[16:17:08] E WorldMgr : Invalid Piece File Directory : zones/zone209/mappieces.csv
[16:17:08] E WorldMgr : Invalid Piece File Directory : zones/zone003/mappieces.csv
[16:17:08] E WorldMgr : Invalid Piece File Directory : zones/zone108/mappieces.csv
