[19:09:41] I DBManager : Registering table: Common.Character_social
[19:09:41] I DBManager : Registering table: Common.Character_quest
[19:09:41] I DBManager : Registering table: Common.Character_items
[19:09:41] I DBManager : Registering table: Common.Character_ability
[19:09:41] I DBManager : Registering table: Common.Character_tok
[19:09:41] I DBManager : Registering table: Common.Character
[19:09:41] I DBManager : Registering table: Common.Characters_influence
[19:09:41] I DBManager : Registering table: Common.Character_value
[19:09:41] I DBManager : Registering table: Common.Zone_Respawn
[19:09:41] I DBManager : Registering table: Common.Quest_Objectives
[19:09:41] I DBManager : Registering table: Common.Creature_vendor
[19:09:41] I DBManager : Registering table: Common.Creature_item
[19:09:41] I DBManager : Registering table: Common.Creature_text
[19:09:41] I DBManager : Registering table: Common.GameObject_proto
[19:09:41] I DBManager : Registering table: Common.Zone_Taxi
[19:09:41] I DBManager : Registering table: Common.Item_Info
[19:09:41] I DBManager : Registering table: Common.GameObject_spawn
[19:09:41] I DBManager : Registering table: Common.CharacterInfo_stats
[19:09:41] I DBManager : Registering table: Common.Ability_Info
[19:09:41] I DBManager : Registering table: Common.Creature_proto
[19:09:42] I DBManager : Registering table: Common.PQuest_Info
[19:09:42] I DBManager : Registering table: Common.Random_name
[19:09:42] I DBManager : Registering table: Common.Creature_spawn
[19:09:42] I DBManager : Registering table: Common.Xp_Info
[19:09:42] I DBManager : Registering table: Common.CharacterInfo
[19:09:42] I DBManager : Registering table: Common.Renown_Info
[19:09:42] I DBManager : Registering table: Common.Quest_Creature_Finisher
[19:09:42] I DBManager : Registering table: Common.Tok_Info
[19:09:42] I DBManager : Registering table: Common.Chapter_Reward
[19:09:42] I DBManager : Registering table: Common.Zone_Info
[19:09:42] I DBManager : Registering table: Common.Quest_Creature_Starter
[19:09:42] I DBManager : Registering table: Common.Creature_loot
[19:09:44] N DataConnection : SQL NonQuery took 2418ms!
UPDATE `Creature_loots` SET Creature_loots_ID = uuid() WHERE Creature_loots_ID = ''
[19:09:44] I DBManager : Registering table: Common.Chapter_Info
[19:09:44] I DBManager : Registering table: Common.Quest
[19:09:44] I DBManager : Registering table: Common.PQuest_Objective
[19:09:44] I DBManager : Registering table: Common.CharacterInfo_item
[19:09:44] I DBManager : Registering table: Common.Zone_Area
[19:09:44] N ClientMgr : [1187302604]	| LauncherServer| 127.0.0.1:6001 | Connected
[19:09:44] N ClientMgr : [-1947199331]	| LobbyServer| 127.0.0.1:6002 | Connected
[19:09:44] S RpcClient : Connected to : 127.0.0.1:6800, Listen on : 127.0.0.1:6003
[19:09:44] N ClientMgr : Server connected !
[19:09:44] I AbilityMgr : Registering Ability Type : Deal Damage Handler(1)
[19:09:45] S AbilityMgr : Loaded 41 Ability Info
[19:09:45] S LoadZone_Info : Loaded 91 Zone_Info
[19:09:45] E WorldMgr : Invalid Piece File Directory : zones/zone205/mappieces.csv
[19:09:45] E WorldMgr : Invalid Piece File Directory : zones/zone005/mappieces.csv
[19:09:45] E WorldMgr : Invalid Piece File Directory : zones/zone003/mappieces.csv
[19:09:45] E WorldMgr : Invalid Piece File Directory : zones/zone205/mappieces.csv
[19:09:45] E WorldMgr : Invalid Piece File Directory : zones/zone100/mappieces.csv
[19:09:45] E WorldMgr : Invalid Piece File Directory : zones/zone107/mappieces.csv
[19:09:45] E WorldMgr : Invalid Piece File Directory : zones/zone100/mappieces.csv
[19:09:45] E WorldMgr : Invalid Piece File Directory : zones/zone101/mappieces.csv
[19:09:45] E WorldMgr : Invalid Piece File Directory : zones/zone200/mappieces.csv
[19:09:45] E WorldMgr : Invalid Piece File Directory : zones/zone008/mappieces.csv
[19:09:45] E WorldMgr : Invalid Piece File Directory : zones/zone209/mappieces.csv
[19:09:45] E WorldMgr : Invalid Piece File Directory : zones/zone003/mappieces.csv
[19:09:45] E WorldMgr : Invalid Piece File Directory : zones/zone108/mappieces.csv
[19:09:45] E WorldMgr : Invalid Piece File Directory : zones/zone005/mappieces.csv
[19:09:45] E WorldMgr : Invalid Piece File Directory : zones/zone100/mappieces.csv
[19:09:45] E WorldMgr : Invalid Piece File Directory : zones/zone205/mappieces.csv
[19:09:45] E WorldMgr : Invalid Piece File Directory : zones/zone209/mappieces.csv
[19:09:45] E WorldMgr : Invalid Piece File Directory : zones/zone001/mappieces.csv
[19:09:45] E WorldMgr : Invalid Piece File Directory : zones/zone109/mappieces.csv
[19:09:45] E WorldMgr : Invalid Piece File Directory : zones/zone105/mappieces.csv
